obj_id,type
ZTF19abmprjj,SN Ia
ZTF19abmqasg,SN Ia
ZTF19abmtpvz,SN IIP
ZTF19abmugyh,SN Ia
ZTF19abmylxw,SN Ia
ZTF19abmzmom,SN Ia
ZTF19abmzord,SN Ia
ZTF19abnagzk,SN Ia
ZTF19abndojo,AGN
ZTF19abnggdt,SN Ia
ZTF19abnhegb,SN Ia
ZTF19abnimpq,SN Ia
ZTF19abnishu,SN Ia
ZTF19abnkrcd,SN Ia
ZTF19abnktws,SN Ia
ZTF19abnmrqt,SN Ia
ZTF19abnnpdh,Cataclysmic
ZTF19abnoxud,SN Ia
ZTF19abocled,SN Ia
ZTF19abomiel,SN Ia
ZTF19abonixj,Cataclysmic
ZTF19abopflp,SN Ia
ZTF19abopyyu,SN Ia
ZTF19abormno,SN Ia
ZTF19abormur,SN IIP
ZTF19abornyn,SN Ia
ZTF19abosqdu,Cataclysmic
ZTF19abotfag,SN Ia
ZTF19aboudfp,SN Ia
ZTF19aboueif,Cataclysmic
ZTF19abovstj,SN IIP
ZTF19abovtfk,SN Ia
ZTF19abowcic,SN Ia
ZTF19aboxjlj,SN Ia
ZTF19abozuxh,SN Ia
ZTF19abpaskr,Cataclysmic
ZTF19abpavsn,SN Ia
ZTF19abpbbxx,SN Ia
ZTF19abpbmli,SN Ia
ZTF19abpbqor,SN Ia
ZTF19abpbvsk,SN Ia
ZTF19abpdshb,Cataclysmic
ZTF19abpelgt,SN Ia
ZTF19abpfxfs,SN Ia
ZTF19abpgggu,SN Ia
ZTF19abpidqn,SN IIn
ZTF19abplfxs,SN Ia
ZTF19abpmetl,SN Ia
ZTF19abpnpcy,Cataclysmic
ZTF19abpnrqa,SN Ia
ZTF19abpnrrf,SN IIP
ZTF19abpnsck,SN Ia
ZTF19abppewc,Cataclysmic
ZTF19abpuyvi,Cataclysmic
ZTF19abpveqn,SN Ia
ZTF19abpvyac,Cataclysmic
ZTF19abpwygn,Cataclysmic
ZTF19abpxcaf,SN Ia
ZTF19abpxiff,SN IIP
ZTF19abpxttd,SN Ia
ZTF19abpyjqx,SN Ia
ZTF19abpypvc,SN Ia
ZTF19abpyqog,SN IIP
ZTF19abpztlw,SN Ia
ZTF19abpzuzd,SN Ia
ZTF19abqanpy,SN Ia
ZTF19abqgrht,SN Ia
ZTF19abqgtqo,SN IIP
ZTF19abqgwuy,SN Ia
ZTF19abqgxpt,SN Ia
ZTF19abqgytb,SN Ia
ZTF19abqgyzx,Cataclysmic
ZTF19abqgzea,SN Ia
ZTF19abqhikf,SN Ia
ZTF19abqhobb,SN IIP
ZTF19abqimia,SN Ia
ZTF19abqirpa,SN Ia
ZTF19abqivge,Cataclysmic
ZTF19abqjypm,SN Ia
ZTF19abqkpoi,SN Ia
ZTF19abqlrtb,SN Ia
ZTF19abqmjdq,SN Ia
ZTF19abqmpsr,SN Ia
ZTF19abqmsbk,SN Ic
ZTF19abqmsnk,SN IIb
ZTF19abqmucc,SN Ia
ZTF19abqmurd,SN IIP
ZTF19abqneae,Cataclysmic
ZTF19abqqcyo,SN Ia
ZTF19abqqmui,SN Ia
ZTF19abqqrgy,SN Ib
ZTF19abqqvhd,SN Ia
ZTF19abqrhvt,SN IIP
ZTF19abqrhvy,SN IIP
ZTF19abqrxhy,SN IIP
ZTF19abqsvgf,SN Ia
ZTF19abqviuy,SN Ia
ZTF19abqwsuf,SN IIP
ZTF19abqwtfu,SN Ib
ZTF19abqxhhr,SN Ia
ZTF19abqxibq,SN Ib
ZTF19abqybcz,SN Ia
ZTF19abqykei,SN IIb
ZTF19abqykyd,SN Ia
ZTF19abqyouo,SN IIP
ZTF19abqyoxh,SN Ia
ZTF19abqyoxj,SN IIP
ZTF19abqyoxt,SN IIP
ZTF19abraqpf,Cataclysmic
ZTF19abrbmvt,SN IIP
ZTF19abrcvzz,SN Ia
ZTF19abrdnty,SN Ia
ZTF19abrhdui,Cataclysmic
ZTF19abrhyqs,SN Ia
ZTF19abrirmk,SN Ia
ZTF19abrlvij,SN IIP
ZTF19abrmlxu,SN Ia
ZTF19abrogbl,SN Ia
ZTF19abrougq,Cataclysmic
ZTF19abrsssx,SN Ia
ZTF19abrsuah,SN Ia
ZTF19abrtjsf,SN IIP
ZTF19abrvagn,SN Ia
ZTF19absymnz,SN Ia
ZTF19abszdld,SN Ia
ZTF19abtcapa,SN Ia
ZTF19abtnbtt,SN Ia
ZTF19abtnftd,SN Ia
ZTF19abtslqm,SN IIP
ZTF19abtsnyy,SN Ic
ZTF19abtsrup,SN Ia
ZTF19abttstb,SN Ia
ZTF19abtuflm,SN IIP
ZTF19abtuigb,SN Ia
ZTF19abtulak,SN Ia
ZTF19abuayqg,SN Ia
ZTF19abuazly,SN Ia
ZTF19abuclhk,SN Ia
ZTF19abucvgu,SN Ia
ZTF19abucvhz,SN Ia
ZTF19abucwzt,SN Ib
ZTF19abudjie,SN IIP
ZTF19abudlps,SN IIP
ZTF19abuejud,SN Ia
ZTF19abueupg,SN IIP
ZTF19abuhlxk,SN Ia
ZTF19abujhgm,SN Ia
ZTF19abujuex,SN Ia
ZTF19abukakm,SN IIP
ZTF19abulzhy,SN IIn
ZTF19abulzlj,SN Ia
ZTF19abuonnx,SN Ia
ZTF19abupyxe,Cataclysmic
ZTF19aburnqh,SN Ia
ZTF19abutrau,Cataclysmic
ZTF19abuxhqc,SN Ia
ZTF19abuzinv,SN IIP
ZTF19abuzjqa,Cataclysmic
ZTF19abuzpmr,SN Ia
ZTF19abvalfd,SN Ia
ZTF19abvanim,SN Ia
ZTF19abvbrve,SN IIP
ZTF19abvdbyx,SN IIP
ZTF19abvdgqo,SN Ib
ZTF19abvgnxg,SN Ia
ZTF19abvgwvp,SN Ia
ZTF19abvhduf,SN Ia
ZTF19abvhkst,SN Ia
ZTF19abvixoy,Cataclysmic
ZTF19abvjcii,SN Ia
ZTF19abvjdfc,SN Ia
ZTF19abvvpoh,SN Ia
ZTF19abwamby,SN IIP
ZTF19abwaohs,SN Ia
ZTF19abwnpus,SN Ia
ZTF19abwouqp,SN Ia
ZTF19abwrzqb,Cataclysmic
ZTF19abwsagv,SN IIP
ZTF19abwscog,SN Ia
ZTF19abwsdic,SN Ia
ZTF19abwsecm,SN Ia
ZTF19abwsfsl,Cataclysmic
ZTF19abwswzb,SN Ia
ZTF19abwsxug,SN Ia
ZTF19abwztsb,SN IIP
ZTF19abxdnhr,SN Ia
ZTF19abxdnzt,SN Ia
ZTF19abxedln,Cataclysmic
ZTF19abxeoee,Cataclysmic
ZTF19abxfeln,SN Ia
ZTF19abxfhrq,SN Ia
ZTF19abxfojo,Cataclysmic
ZTF19abxfunp,SN Ia
ZTF19abxigfc,SN Ia
ZTF19abxihut,SN Ia
ZTF19abxiqqm,SN Ia
ZTF19abxiqve,SN Ia
ZTF19abxivpg,Cataclysmic
ZTF19abxjimu,SN Ia
ZTF19abxjrge,SN IIb
ZTF19abxmvcq,SN Ia
ZTF19abxnycf,SN IIP
ZTF19abxqppy,SN IIb
ZTF19abxrdlu,Cataclysmic
ZTF19abxtcio,SN IIb
ZTF19abxtdgh,SN Ia
ZTF19abxvjkn,SN Ia
ZTF19abxvjzn,SN Ia
ZTF19abxvkky,Cataclysmic
ZTF19abxvksn,Cataclysmic
ZTF19abxvkvc,Cataclysmic
ZTF19abxvles,SN Ia
ZTF19abxvmeq,Cataclysmic
ZTF19abxvtiy,SN Ia
ZTF19abxvtmn,SN IIP
ZTF19abxvtmy,SN Ia
ZTF19abxwhxm,SN Ia
ZTF19abxzumq,Cataclysmic
ZTF19abycslo,SN Ia
ZTF19abydagb,Cataclysmic
ZTF19abyfazm,Cataclysmic
ZTF19abyfbik,SN Ia
ZTF19abyflzw,SN Ia
ZTF19abyfxzl,Cataclysmic
ZTF19abyhxzp,SN Ia
ZTF19abyigib,SN Ia
ZTF19abyihtb,AGN
ZTF19abyikbv,SN Ia
ZTF19abyjgal,SN Ia
ZTF19abyjhpz,SN Ia
ZTF19abyjjxp,SN Ia
ZTF19abyjmei,AGN
ZTF19abykddm,Cataclysmic
ZTF19abykdee,Cataclysmic
ZTF19abykjhn,Cataclysmic
ZTF19abylcik,Cataclysmic
ZTF19abylxyt,SN Ia
ZTF19abymhad,SN Ia
ZTF19abymukc,SN IIP
ZTF19abymvoy,SN Ia
ZTF19abymvpq,SN Ia
ZTF19abynjou,Cataclysmic
ZTF19abyrano,Cataclysmic
ZTF19abyreuq,SN Ia
ZTF19abyuzch,SN IIP
ZTF19abywduc,SN Ia
ZTF19abyzuos,SN Ia
ZTF19abzfmak,SN Ia
ZTF19abzgdfu,SN IIP
ZTF19abzhfjj,SN Ia
ZTF19abzhvxk,SN Ia
ZTF19abzhzet,SN Ia
ZTF19abzipjc,Cataclysmic
ZTF19abzkdeo,Cataclysmic
ZTF19abzkexb,SN Ia
ZTF19abzkiuv,SN Ia
ZTF19abzkyjy,SN Ia
ZTF19abzlmwn,SN Ia
ZTF19abzlsbl,SN Ia
ZTF19abzmmvz,SN IIn
ZTF19abzmnrh,SN Ia
ZTF19abzmnuk,SN Ia
ZTF19abzmoov,SN IIP
ZTF19abzmpku,SN Ia
ZTF19abzmpvb,SN Ia
ZTF19abzpkss,Cataclysmic
ZTF19abzplvm,SN Ia
ZTF19abzprpk,SN Ia
ZTF19abzpvaj,SN IIn
ZTF19abzqkdz,SN Ia
ZTF19abzqwpr,SN IIP
ZTF19abzqywg,SN Ib
ZTF19abzrdup,SN IIP
ZTF19abzrhgq,Tidal Disruption Event
ZTF19abzrjrg,SN Ia
ZTF19abzsitm,SN Ia
ZTF19abzsjpn,SN Ia
ZTF19abztknu,SN Ib
ZTF19abztwyf,AGN
ZTF19abzulhk,SN Ia
ZTF19abzvyew,SN Ia
ZTF19abzwbxy,Cataclysmic
ZTF19abzwtiu,SN Ia
ZTF19abzyiba,SN Ia
ZTF19abzyvfi,SN Ia
ZTF19abzyxgz,Cataclysmic
ZTF19abzzgec,SN Ia
ZTF19abzzgus,Cataclysmic
ZTF19abzzhgx,SN Ia
ZTF19abzzhsa,SN Ia
ZTF19abzzuyl,SN IIP
ZTF19acabgii,Cataclysmic
ZTF19acaiora,Cataclysmic
ZTF19acaiylt,SN Ia
ZTF19acajaak,Cataclysmic
ZTF19acajpre,SN Ia
ZTF19acanzwg,SN IIP
ZTF19acaotrk,SN Ia
ZTF19acapech,SN IIn
ZTF19acapeun,SN Ia
ZTF19acaqoef,SN Ic
ZTF19acaqqke,SN IIP
ZTF19acaqqxo,SN IIP
ZTF19acaqyjp,SN Ia
ZTF19acardcs,SN Ia
ZTF19acasiwm,SN Ia
ZTF19acawgrs,Cataclysmic
ZTF19acawiiu,Cataclysmic
ZTF19acawqlu,Cataclysmic
ZTF19acaxcwg,SN Ia
ZTF19acaxfkb,Cataclysmic
ZTF19acazaug,SN Ia
ZTF19acazbqm,SN Ia
ZTF19acbacvu,SN Ia
ZTF19acbhvgi,SN IIP
ZTF19acbihxh,SN IIP
ZTF19acbihyi,SN Ia
ZTF19acbiwjk,SN Ia
ZTF19acbjagc,Cataclysmic
ZTF19acbkczc,SN Ia
ZTF19acbkyma,SN Ia
ZTF19acblhxc,SN IIP
ZTF19acblnop,SN Ia
ZTF19acblzux,SN Ia
ZTF19acbmilc,Cataclysmic
ZTF19acbmjrp,SN Ia
ZTF19acbmojx,SN Ib
ZTF19acbmqpu,SN Ia
ZTF19acbmwtc,SN Ia
ZTF19acbmxky,SN IIP
ZTF19acbmxxh,SN Ia
ZTF19acbnhkd,SN Ia
ZTF19acbpnii,SN Ia
ZTF19acbpqvc,SN Ia
ZTF19acbpwwg,SN Ia
ZTF19acbpxwt,SN Ia
ZTF19acbpzir,SN Ia
ZTF19acbqzvu,SN Ia
ZTF19acbrola,SN Ia
ZTF19acbrzzr,SN IIP
ZTF19acbswdq,SN Ia
ZTF19acbunmk,SN Ia
ZTF19acbvisk,SN IIP
ZTF19acbvnaw,SN Ia
ZTF19acbvpjn,SN Ia
ZTF19acbvquo,SN Ia
ZTF19acbvrfx,SN IIP
ZTF19acbvrhb,SN Ia
ZTF19acbvujw,SN Ia
ZTF19acbwaah,SN Ia
ZTF19acbwccr,SN IIP
ZTF19acbwejj,SN IIP
ZTF19acbwhqc,SN Ia
ZTF19acbwilc,SN IIP
ZTF19acbwjue,SN Ia
ZTF19acbwmqd,SN IIP
ZTF19acbwouf,SN IIP
ZTF19acbwrsu,Cataclysmic
ZTF19acbwvcw,Cataclysmic
ZTF19acbykmk,SN Ia
ZTF19accbeju,SN IIP
ZTF19acccyxx,SN IIP
ZTF19accczor,SN Ia
ZTF19accczou,Cataclysmic
ZTF19accczvs,Cataclysmic
ZTF19accdehb,SN Ia
ZTF19acchaza,SN IIP
ZTF19acchink,SN Ia
ZTF19acchjle,SN Ia
ZTF19acchtyp,SN Ia
ZTF19accjfgv,SN IIb
ZTF19accjnpz,SN Ia
ZTF19acckggd,SN Ia
ZTF19accloxh,SN Ia
ZTF19acclxtn,Cataclysmic
ZTF19acclzaw,SN Ia
ZTF19accmboe,SN Ia
ZTF19accmxtw,SN Ia
ZTF19accnqaq,Cataclysmic
ZTF19accobqx,SN Ia
ZTF19accstol,SN Ia
ZTF19acctirs,Cataclysmic
ZTF19acctjxg,Cataclysmic
ZTF19acctlps,SN IIP
ZTF19acctpgd,SN Ia
ZTF19acctwpz,SN IIP
ZTF19accuyyg,SN Ia
ZTF19acdabep,SN Ib
ZTF19acdacji,Cataclysmic
ZTF19acdgwhq,SN Ia
ZTF19acdihrz,SN Ia
ZTF19acdisjm,SN Ia
ZTF19acdjiml,SN Ia
ZTF19acdkzxk,SN IIP
ZTF19acdlami,SN Ia
ZTF19acdsqir,SN Ia
ZTF19acdtmwh,SN Ia
ZTF19acdtpow,SN Ia
ZTF19acdubmt,SN Ia
ZTF19acdulhn,SN Ia
ZTF19acduloz,SN IIP
ZTF19acduqvr,SN Ia
ZTF19acdxkek,SN IIP
ZTF19acdxlns,SN Ia
ZTF19acdytef,Cataclysmic
ZTF19acechlg,SN Ia
ZTF19aceckdq,SN IIP
ZTF19aceckht,SN IIP
ZTF19aceckmm,SN IIP
ZTF19acecluy,SN IIP
ZTF19acecvsm,Cataclysmic
ZTF19aceidtc,SN Ia
ZTF19aceifef,Cataclysmic
ZTF19acekbyz,SN Ia
ZTF19acekkts,SN Ia
ZTF19acekreh,SN Ia
ZTF19acelcan,SN Ia
ZTF19acendsf,Cataclysmic
ZTF19acenkuz,Cataclysmic
ZTF19acennqf,SN Ia
ZTF19acenveq,SN Ia
ZTF19acenylz,Cataclysmic
ZTF19aceqlxc,SN IIn
ZTF19aceqvhl,SN Ic
ZTF19aceqxtg,SN Ia
ZTF19aceranj,Cataclysmic
ZTF19acercun,Cataclysmic
ZTF19acerhgs,Cataclysmic
ZTF19aceshib,SN IIP
ZTF19acetwne,Cataclysmic
ZTF19acetwqh,SN Ia
ZTF19acetxvq,SN Ia
ZTF19acetzrc,SN Ia
ZTF19aceuacu,SN Ia
ZTF19acevlfc,Cataclysmic
ZTF19acewdru,AGN
ZTF19acewotx,SN Ia
ZTF19acewufb,Cataclysmic
ZTF19acewuwn,SN IIP
ZTF19acexijn,SN Ia
ZTF19acfduxa,SN Ia
ZTF19acfecsg,SN Ia
ZTF19acfejbj,SN IIP
ZTF19acfmwlh,SN Ia
ZTF19acfqtej,SN Ia
ZTF19acfrhnq,Cataclysmic
ZTF19acfrntd,SN Ia
ZTF19acfsbpa,SN IIP
ZTF19acfsjcu,SN Ia
ZTF19acfsqjx,SN Ia
ZTF19acftaml,SN Ia
ZTF19acftfav,SN IIP
ZTF19acfthre,SN Ia
ZTF19acftude,SN IIn
ZTF19acfuyrg,Cataclysmic
ZTF19acfvzmr,Cataclysmic
ZTF19acfxbki,SN Ia
ZTF19acgaxej,SN Ia
ZTF19acgbkzr,SN IIP
ZTF19acgbzam,SN Ia
ZTF19acgcdas,SN Ia
ZTF19acgcrhb,Cataclysmic
ZTF19acgcshq,SN Ia
ZTF19acgcxop,SN Ia
ZTF19acgdfjt,SN Ia
ZTF19acgdxel,SN Ia
ZTF19acgeabh,SN Ia
ZTF19acgemzm,SN Ia
ZTF19acgfowd,SN Ia
ZTF19acgfvvi,SN IIP
ZTF19acgjnfz,SN Ia
ZTF19acgjnis,SN Ia
ZTF19acgjohb,SN Ia
ZTF19acgjojy,SN Ia
ZTF19acgjosf,SN Ib
ZTF19acgjuua,SN Ia
ZTF19acgkbla,Cataclysmic
ZTF19acgkead,AGN
ZTF19acgmkrt,SN Ia
ZTF19acgogcm,SN Ia
ZTF19acgonwy,SN Ia
ZTF19acgouje,SN Ia
ZTF19acgphsf,SN Ia
ZTF19acgpkye,SN Ia
ZTF19acgpqxt,SN Ia
ZTF19acgqjln,SN Ia
ZTF19acgrbeb,SN Ia
ZTF19acgxbwo,SN Ia
ZTF19acgzwbm,SN IIP
ZTF19acgzzea,SN IIP
ZTF19achagst,SN Ia
ZTF19achajnc,SN Ia
ZTF19achaspq,SN Ia
ZTF19achbhfc,Cataclysmic
ZTF19achcdju,Cataclysmic
ZTF19achejoc,SN Ia
ZTF19achetvw,SN Ia
ZTF19achjqbk,SN IIP
ZTF19achqzdy,SN Ia
ZTF19achtewn,SN Ia
ZTF19achticg,SN Ia
ZTF19achtifr,SN IIP
ZTF19achvpik,SN Ia
ZTF19acidatw,AGN
ZTF19acifjfp,Cataclysmic
ZTF19acifuyf,SN Ia
ZTF19acignlo,SN IIP
ZTF19acihfxz,SN Ia
ZTF19acihgng,SN Ia
ZTF19acihlft,SN Ia
ZTF19acitkzs,SN Ia
ZTF19acitnck,SN Ia
ZTF19aciuhwi,Cataclysmic
ZTF19acjdufa,SN Ia
ZTF19acjdwqv,SN Ia
ZTF19acjerdh,SN Ia
ZTF19acjfhom,SN Ia
ZTF19acjiett,Cataclysmic
ZTF19acjifxp,SN Ia
ZTF19acjjwsy,SN Ia
ZTF19acjnatv,SN Ia
ZTF19acjnaxa,SN Ia
ZTF19acjqecl,SN Ia
ZTF19acjtkha,SN Ia
ZTF19acjtmjp,Cataclysmic
ZTF19acjtpmm,SN IIP
ZTF19acjtpqd,SN Ic
ZTF19acjtrst,Cataclysmic
ZTF19acjuomg,SN Ia
ZTF19acjurot,SN Ia
ZTF19acjutrw,SN IIn
ZTF19acjwdnu,SN IIP
ZTF19acjwqvo,SN Ia
ZTF19ackbclh,SN IIn
ZTF19ackbjtf,SN Ia
ZTF19ackjene,SN IIb
ZTF19ackjjwf,SN Ib
ZTF19ackjlrd,SN Ia
ZTF19ackjmge,SN Ia
ZTF19ackjnuq,SN Ia
ZTF19ackjsys,SN Ia
ZTF19ackjszs,SN Ib
ZTF19ackjtfm,SN IIP
ZTF19ackjvjr,SN Ia
ZTF19ackjvtl,SN IIP
ZTF19aclhnkd,SN Ia
ZTF19aclhohd,SN Ia
ZTF19aclhpiz,SN II
ZTF19aclkbqc,SN Ia
ZTF19aclljyq,SN Ia
ZTF19acllsbq,SN Ic
ZTF19aclobbu,SN IIP
ZTF19aclofmz,SN Ia
ZTF19aclthzj,SN Ia
ZTF19aclyezb,SN Ia
ZTF19acmbekd,SN Ib
ZTF19acmbhvv,SN Ia
ZTF19acmbiad,SN Ia
ZTF19acmbjvi,SN Ia
ZTF19acmbkmr,SN Ia
ZTF19acmblbi,SN Ia
ZTF19acmdqbm,Cataclysmic
ZTF19acmdxbp,Cataclysmic
ZTF19acmelor,SN Ib
ZTF19acmgyka,SN Ia
ZTF19acmvrsw,SN Ia
ZTF19acmwfli,SN IIP
ZTF19acmwipq,SN Ia
ZTF19acmwkul,SN Ia
ZTF19acmxidf,SN Ia
ZTF19acmxymo,SN Ia
ZTF19acmyacs,SN IIP
ZTF19acmyljb,SN Ia
ZTF19acmywjc,SN Ia
ZTF19acnfjyw,SN Ia
ZTF19acngsnb,SN Ia
ZTF19acnjwgm,SN Ia
ZTF19acnkeji,SN Ia
ZTF19acnlgks,Cataclysmic
ZTF19acnqsui,SN Ia
ZTF19acnvejn,Cataclysmic
ZTF19acnxvkp,AGN
ZTF19acnzkph,SN Ia
ZTF19acoaoty,SN Ia
ZTF19acojuzv,SN Ia
ZTF19acojxzo,SN Ia
ZTF19acokufi,SN Ia
ZTF19acokzjy,SN Ia
ZTF19acolhnl,SN Ia
ZTF19acopsvd,Cataclysmic
ZTF19acoxgqw,SN Ia
ZTF19acoyxuv,SN Ia
ZTF19acozcex,Cataclysmic
ZTF19acpfnth,SN Ia
ZTF19acpgaet,SN Ia
ZTF19acpmdzh,SN Ia
ZTF19acpmpvh,Cataclysmic
ZTF19acpmuwu,SN Ia
ZTF19acpnbji,Cataclysmic
ZTF19acqdbad,Cataclysmic
ZTF19acqehbt,SN Ia
ZTF19acqmwtg,SN Ia
ZTF19acqupbp,SN Ia
ZTF19acqxoll,SN Ia
ZTF19acqypso,SN Ia
ZTF19acrbyzj,SN Ia
ZTF19acrbzdn,Cataclysmic
ZTF19acrbzjr,Cataclysmic
ZTF19acrcupt,SN Ia
ZTF19acrcxri,SN IIP
ZTF19acrcznb,Cataclysmic
ZTF19acrdcwh,SN Ia
ZTF19acrdpwj,Cataclysmic
ZTF19acrdqej,SN Ia
ZTF19acrdtah,Cataclysmic
ZTF19acrenwk,SN Ia
ZTF19acrichx,SN Ia
ZTF19acrmmpq,SN Ia
ZTF19acruaaa,SN Ia
ZTF19acruqph,SN Ia
ZTF19acrwuyb,Cataclysmic
ZTF19acrwvao,SN IIP
ZTF19acrwzqs,SN Ia
ZTF19acryaon,SN Ia
ZTF19acryurj,SN IIP
ZTF19acsbxem,SN IIP
ZTF19acsbxgw,SN Ia
ZTF19acsfpmi,SN Ia
ZTF19acsfvog,SN Ia
ZTF19acsghpg,Cataclysmic
ZTF19acshfvz,SN Ia
ZTF19acshkft,SN Ia
ZTF19acspeuw,Tidal Disruption Event
ZTF19acspfcb,SN Ia
ZTF19acsvqrx,SN Ia
ZTF19acszmgx,SN IIP
ZTF19acszwgx,Cataclysmic
ZTF19actabny,SN IIn
ZTF19actaiag,SN Ia
ZTF19actfpma,SN Ia
ZTF19actfpmy,SN Ia
ZTF19actfqhp,SN Ia
ZTF19actfxcd,SN IIP
ZTF19actldas,SN Ia
ZTF19actnqne,Cataclysmic
ZTF19actnwtn,SN IIP
ZTF19actnyae,SN IIP
ZTF19actzjrf,SN Ia
ZTF19acudiph,SN Ia
ZTF19acuitcy,SN Ia
ZTF19acukcte,SN Ia
ZTF19acukucu,SN IIP
ZTF19aculczm,SN Ia
ZTF19aculgvn,SN Ia
ZTF19aculisr,Cataclysmic
ZTF19aculypc,SN Ia
ZTF19acuybzx,SN Ia
ZTF19acuymeu,SN Ia
ZTF19acuyvtl,SN Ia
ZTF19acvdzfq,SN Ia
ZTF19acvgjme,SN Ia
ZTF19acvijnj,SN Ia
ZTF19acvkibv,SN IIn
ZTF19acvlycr,SN Ia
ZTF19acvmcdd,SN IIP
ZTF19acvmfeg,SN Ia
ZTF19acvrgde,SN Ia
ZTF19acvrigb,SN Ia
ZTF19acvrjzd,SN IIP
ZTF19acvtrxj,SN IIP
ZTF19acvtvlo,SN Ia
ZTF19acvwllm,SN Ia
ZTF19acwbhih,SN IIP
ZTF19acwiqrc,SN Ia
ZTF19acwqvvn,SN Ia
ZTF19acwrqtv,SN Ia
ZTF19acwrrvg,SN IIP
ZTF19acwrujg,SN Ia
ZTF19acwsajh,Cataclysmic
ZTF19acxguhd,SN Ia
ZTF19acxgwid,SN Ia
ZTF19acxgwvo,SN IIP
ZTF19acxgyre,Cataclysmic
ZTF19acxhkvc,SN Ia
ZTF19acxlcdz,SN Ia
ZTF19acxlddi,SN Ia
ZTF19acxldra,SN Ia
ZTF19acxlylb,SN Ia
ZTF19acxmfay,SN IIP
ZTF19acxmiyh,SN Ia
ZTF19acxmmys,SN Ia
ZTF19acxmnkc,SN IIn
ZTF19acxmnlb,SN IIP
ZTF19acxndsk,SN Ia
ZTF19acxnemy,SN Ia
ZTF19acxniuc,SN Ia
ZTF19acxolhu,SN Ia
ZTF19acxovkl,SN Ia
ZTF19acxovyh,SN Ia
ZTF19acxowrr,SN IIP
ZTF19acxowwt,SN Ia
ZTF19acxozhr,SN Ia
ZTF19acxphhl,SN Ia
ZTF19acxpkpv,SN Ia
ZTF19acxpuql,SN Ib
ZTF19acxqakw,SN Ia
ZTF19acxqaot,SN IIn
ZTF19acxxspb,Cataclysmic
ZTF19acxxwvi,SN IIb
ZTF19acxxxec,SN Ic
ZTF19acxyfkf,SN Ia
ZTF19acxysob,SN Ia
ZTF19acxyucu,SN Ia
ZTF19acxyumq,SN Ia
ZTF19acxyzcq,SN Ia
ZTF19acxzafe,SN Ia
ZTF19acxzbad,Cataclysmic
ZTF19acxzdht,SN Ia
ZTF19acxzmck,SN Ia
ZTF19acyfakk,SN Ia
ZTF19acyfkbf,SN Ia
ZTF19acyfkzd,SN Ia
ZTF19acyflhv,SN Ia
ZTF19acyfoha,SN Ia
ZTF19acyftrs,SN Ia
ZTF19acygbye,SN Ia
ZTF19acyggzu,SN Ic
ZTF19acygjgx,SN Ia
ZTF19acygjmg,SN Ia
ZTF19acyiqnw,SN Ia
ZTF19acyitga,SN Ia
ZTF19acyjjni,SN IIP
ZTF19acyjviz,SN IIn
ZTF19acyjysk,SN IIn
ZTF19acyjzeo,SN Ib
ZTF19acykaae,SN IIn
ZTF19acykjad,SN Ia
ZTF19acykjcw,SN Ia
ZTF19acykqyr,SN Ia
ZTF19acyksfd,SN Ia
ZTF19acyldun,SN IIn
ZTF19acylgic,SN Ia
ZTF19acylgmg,Cataclysmic
ZTF19acyljdy,Cataclysmic
ZTF19acyltbi,SN Ia
ZTF19acymuht,Cataclysmic
ZTF19acymzwh,SN Ia
ZTF19acyndbj,SN Ia
ZTF19acyndpl,SN Ia
ZTF19acynije,SN Ia
ZTF19acyobbu,SN IIb
ZTF19acyogrm,SN Ic
ZTF19acyogvo,SN Ia
ZTF19acyplkt,SN IIP
ZTF19acyqdxa,SN Ia
ZTF19acyqwlm,SN Ia
ZTF19acytcsg,SN IIP
ZTF19acytidb,SN Ia
ZTF19acyupee,Cataclysmic
ZTF19aczeomw,SN Ia
ZTF19aczjkxo,SN Ia
ZTF19aczjsdy,SN Ia
ZTF19aczjsqn,SN Ia
ZTF19aczjyre,SN Ia
ZTF19aczjytt,SN IIP
ZTF19aczjyuf,SN Ia
ZTF19aczjzev,SN Ia
ZTF19aczkjxn,SN IIP
ZTF19aczkkco,SN IIP
ZTF19aczlldp,SN IIP
ZTF19aczllns,SN Ia
ZTF19aczmnqy,SN IIb
ZTF19aczrmvs,SN Ia
ZTF19adafqoe,SN Ia
ZTF19adagble,Cataclysmic
ZTF19adaiyrd,SN Ia
ZTF19adajivt,SN Ia
ZTF19adajqcq,SN Ia
ZTF19adajqsp,SN Ia
ZTF19adajqwl,SN Ia
ZTF19adakmbh,SN IIP
ZTF19adakybi,Cataclysmic
ZTF19adalarj,SN IIn
ZTF19adalouc,SN Ia
ZTF19adannbl,SN IIn
ZTF19adavzew,SN IIP
ZTF19adaxzax,SN IIP
ZTF19adaylqy,SN Ia
ZTF19adbfhal,SN Ia
ZTF19adbmewx,SN Ia
ZTF19adbmgdk,SN Ia
ZTF19adbmwto,SN Ia
ZTF19adbnfne,SN Ia
ZTF19adbnlki,SN Ia
ZTF19adbpulv,SN Ia
ZTF19adbqznr,Cataclysmic
ZTF19adbricc,SN Ia
ZTF19adbryab,SN IIP
ZTF19adbsblp,SN IIP
ZTF19adbsfpf,SN Ia
ZTF19adbtjfs,Cataclysmic
ZTF19adcbpcj,SN Ia
ZTF19adcbxkw,SN Ia
ZTF19adccrca,SN IIP
ZTF19adcdgca,SN Ia
ZTF19adcdrng,SN Ia
